opendata_id,city,postcode,latitude,longitude,ihk_branch_id,nace_id,branch_top_level_id,employees_range,ihk_branch_desc,nace_desc,branch_top_level_desc,business_age,business_type,Bezirk,planungsraum_id,Planungsraum,Bezirksregion,Prognoseraum,Ortsteil
75848827294,Berlin,14195,52.432726903,13.258934732,56103,5610,56,1 - 3 Beschäftigte,Imbissstuben u.ä.,"Restaurants, Gaststätten, Imbissstuben, Cafés, Eissalons u.",Gastronomie,12,im Handelsregister eingetragen,Steglitz-Zehlendorf,06300526,Zehlendorf Mitte,Teltower Damm,Zehlendorf Süd/Lichterfelde West,Zehlendorf
75911827394,Berlin,14169,52.440959330,13.268697627,869094,8690,86,0 Beschäftigte,"Ernährungsberatung, Gesundheitsberatung",Gesundheitswesen a. n. g.,Gesundheitswesen,12,im Handelsregister eingetragen,Steglitz-Zehlendorf,06400841,Zehlendorf Eiche,Zehlendorf Nord,Zehlendorf Nord/Wannsee,Zehlendorf
75863827794,Berlin,12207,52.420578539,13.301685737,62020,6202,62,0 Beschäftigte,Erbringung v. Beratungsleistungen auf dem Gebiet der Informa,Erbringung v. Beratungsleistungen auf dem Gebiet der Informa,Erbringung v. Dienstleistungen der Informationstechnologie,12,im Handelsregister eingetragen,Steglitz-Zehlendorf,06300631,Goerzwerke,Drakestraße,Zehlendorf Süd/Lichterfelde West,Lichterfelde
75969307310,Berlin,10961,52.496353472,13.390420991,56101,5610,56,7 - 9 Beschäftigte,Restaurants mit herkömmlicher Bedienung,"Restaurants, Gaststätten, Imbissstuben, Cafés, Eissalons u.",Gastronomie,12,im Handelsregister eingetragen,Friedrichshain-Kreuzberg,02200210,Urbanstraße,Tempelhofer Vorstadt,Kreuzberg Süd,Kreuzberg
7554144748,Berlin,10999,52.495730867,13.428975681,900141,9001,90,0 Beschäftigte,Diskjockey / Moderation / mobile Disko / Alleinunterhalter /,Darstellende Kunst,"Kreative, künstlerische u. unterhaltende Tätigkeiten",12,im Handelsregister eingetragen,Friedrichshain-Kreuzberg,02300417,Reichenberger Straße West,Südliche Luisenstadt,Kreuzberg Ost,Kreuzberg
75789367312,Berlin,10115,52.531754609,13.394448321,829992,8299,82,0 Beschäftigte,Vermittlung v. Aufträgen / Verträgen / Unternehmensdienstlei,Erbringung sonstiger wirtschaftlicher Dienstleistungen f. Un,Erbringung v. wirtschaftlichen Dienstleistungen f. Unternehm,12,im Handelsregister eingetragen,Mitte,01100415,Invalidenstraße,Brunnenstraße Süd,Zentrum,Mitte
76768507950,Berlin,10707,52.494930538,13.315605072,43110,4311,43,0 Beschäftigte,Abbrucharbeiten,Abbrucharbeiten,"Vorbereitende Baustellenarbeiten, Bauinstallation u. sonstig",12,im Handelsregister eingetragen,Charlottenburg-Wilmersdorf,04501043,Preußenpark,Lietzenburger Straße,Wilmersdorf Zentrum,Wilmersdorf
778798871996,Berlin,13187,52.572013402,13.408728570,464942,4649,46,0 Beschäftigte,"GH m. Büchern, Zeitschriften, Zeitungen u. Musikalien, darun",GH m. sonstigen Gebrauchs- u. Verbrauchsgütern,Großhandel (ohne Handel mit Kraftfahrzeugen u. Krafträdern),11,im Handelsregister eingetragen,Pankow,03400724,Wolfshagener Straße,Pankow Zentrum,Südliches Pankow,Pankow
78498247608,Berlin,13597,52.527708567,13.220765221,43110,4311,43,0 Beschäftigte,Abbrucharbeiten,Abbrucharbeiten,"Vorbereitende Baustellenarbeiten, Bauinstallation u. sonstig",11,im Handelsregister eingetragen,Spandau,05200632,Tiefwerder,Wilhelmstadt,Wilhelmstadt / Staaken,Wilhelmstadt
79460407680,Berlin,13055,52.534151090,13.486295528,920030,9200,92,1 - 3 Beschäftigte,"Lotto-Annahmestelle, Wett-, Toto- und Lotteriewesen","Spiel-, Wett- u. Lotteriewesen","Spiel-, Wett- u. Lotteriewesen",11,im Handelsregister eingetragen,Lichtenberg,11200514,Landsberger Allee,Alt-Hohenschönhausen Süd,Hohenschönhausen Süd,Alt-Hohenschönhausen
